avg_CrossEntropyLoss,avg_MulticlassAccuracy,avg_MulticlassRecall,epoch,step
1.6027847528457642,0.686718761920929,0.686718761920929,0,49
1.5714348554611206,0.6761718988418579,0.6761718988418579,0,99
1.541015863418579,0.6949218511581421,0.6949218511581421,0,149
1.599205493927002,0.6703125238418579,0.6703125238418579,0,199
1.5895662307739258,0.6773437261581421,0.6773437261581421,0,249
1.5741140842437744,0.680859386920929,0.680859386920929,0,299
1.5667660236358643,0.673828125,0.673828125,0,349
1.550304651260376,0.6878906488418579,0.6878906488418579,0,399
1.5928294658660889,0.6820312738418579,0.6820312738418579,0,449
1.5851342678070068,0.6714843511581421,0.6714843511581421,0,499
1.5733834505081177,0.675000011920929,0.675000011920929,0,549
1.6077828407287598,0.6703125238418579,0.6703125238418579,0,599
1.5840705633163452,0.6763201951980591,0.6763201951980591,0,645
1.5407438278198242,0.703125,0.703125,1,649
1.5821106433868408,0.673828125,0.673828125,1,699
1.5920664072036743,0.6843750476837158,0.6843750476837158,1,749
1.5799697637557983,0.6832031011581421,0.6832031011581421,1,799
1.5905473232269287,0.675000011920929,0.675000011920929,1,849
1.5993897914886475,0.6656249761581421,0.6656249761581421,1,899
1.578683853149414,0.6832031011581421,0.6832031011581421,1,949
1.5796139240264893,0.6761718988418579,0.6761718988418579,1,999
1.583395004272461,0.675000011920929,0.675000011920929,1,1049
1.5913081169128418,0.663281261920929,0.663281261920929,1,1099
1.5828344821929932,0.680859386920929,0.680859386920929,1,1149
1.591809630393982,0.675000011920929,0.675000011920929,1,1199
1.5579602718353271,0.6761718988418579,0.6761718988418579,1,1249
1.5836890935897827,0.6763201951980591,0.6763201951980591,1,1291
1.5595812797546387,0.6878906488418579,0.6878906488418579,2,1299
1.6099433898925781,0.673828125,0.673828125,2,1349
1.5647284984588623,0.69140625,0.69140625,2,1399
1.5979167222976685,0.6703125238418579,0.6703125238418579,2,1449
1.5806889533996582,0.6761718988418579,0.6761718988418579,2,1499
1.5895886421203613,0.6714843511581421,0.6714843511581421,2,1549
1.5853537321090698,0.669140636920929,0.669140636920929,2,1599
1.623878002166748,0.657421886920929,0.657421886920929,2,1649
1.5853612422943115,0.6703125238418579,0.6703125238418579,2,1699
1.65301513671875,0.6421874761581421,0.6421874761581421,2,1749
1.5953705310821533,0.669140636920929,0.669140636920929,2,1799
1.591795802116394,0.675000011920929,0.675000011920929,2,1849
1.5893638134002686,0.6726562976837158,0.6726562976837158,2,1899
1.583519697189331,0.6763201951980591,0.6763201951980591,2,1937
1.6016652584075928,0.669140636920929,0.669140636920929,3,1949
1.601212978363037,0.675000011920929,0.675000011920929,3,1999
1.587559461593628,0.675000011920929,0.675000011920929,3,2049
1.602933406829834,0.6644531488418579,0.6644531488418579,3,2099
1.571768045425415,0.6890624761581421,0.6890624761581421,3,2149
1.5626134872436523,0.6902344226837158,0.6902344226837158,3,2199
1.569638967514038,0.675000011920929,0.675000011920929,3,2249
1.5842995643615723,0.6761718988418579,0.6761718988418579,3,2299
1.56265389919281,0.6902344226837158,0.6902344226837158,3,2349
1.5684804916381836,0.6773437261581421,0.6773437261581421,3,2399
1.5893484354019165,0.675000011920929,0.675000011920929,3,2449
1.5965735912322998,0.6761718988418579,0.6761718988418579,3,2499
1.6365317106246948,0.6597656011581421,0.6597656011581421,3,2549
1.582893967628479,0.6763201951980591,0.6763201951980591,3,2583
1.6595463752746582,0.638671875,0.638671875,4,2599
1.595786690711975,0.6703125238418579,0.6703125238418579,4,2649
1.5589678287506104,0.680859386920929,0.680859386920929,4,2699
1.6253349781036377,0.6585937738418579,0.6585937738418579,4,2749
1.5868031978607178,0.6703125238418579,0.6703125238418579,4,2799
1.6195566654205322,0.657421886920929,0.657421886920929,4,2849
1.5608348846435547,0.685546875,0.685546875,4,2899
1.5905790328979492,0.6656249761581421,0.6656249761581421,4,2949
1.590614676475525,0.673828125,0.673828125,4,2999
1.5406510829925537,0.6878906488418579,0.6878906488418579,4,3049
1.608306646347046,0.66796875,0.66796875,4,3099
1.5926718711853027,0.6656249761581421,0.6656249761581421,4,3149
1.5749629735946655,0.6820312738418579,0.6820312738418579,4,3199
1.5825088024139404,0.6763201951980591,0.6763201951980591,4,3229
1.5321736335754395,0.703125,0.703125,5,3249
1.5878592729568481,0.675000011920929,0.675000011920929,5,3299
1.58279550075531,0.680859386920929,0.680859386920929,5,3349
1.5679420232772827,0.686718761920929,0.686718761920929,5,3399
1.6036548614501953,0.66796875,0.66796875,5,3449
1.5826389789581299,0.680859386920929,0.680859386920929,5,3499
1.58061683177948,0.6761718988418579,0.6761718988418579,5,3549
1.5046260356903076,0.708984375,0.708984375,5,3599
1.5784912109375,0.6761718988418579,0.6761718988418579,5,3649
1.5872771739959717,0.6726562976837158,0.6726562976837158,5,3699
1.542039394378662,0.7007812261581421,0.7007812261581421,5,3749
1.540416955947876,0.692578136920929,0.692578136920929,5,3799
1.5560173988342285,0.6949218511581421,0.6949218511581421,5,3849
1.5829099416732788,0.6763201951980591,0.6763201951980591,5,3875
1.5947149991989136,0.662109375,0.662109375,6,3899
1.5763325691223145,0.680859386920929,0.680859386920929,6,3949
1.6148247718811035,0.6714843511581421,0.6714843511581421,6,3999
1.5523021221160889,0.6843750476837158,0.6843750476837158,6,4049
1.6159796714782715,0.6703125238418579,0.6703125238418579,6,4099
1.585436463356018,0.6785156726837158,0.6785156726837158,6,4149
1.5549958944320679,0.6937500238418579,0.6937500238418579,6,4199
1.5558130741119385,0.6878906488418579,0.6878906488418579,6,4249
1.5735180377960205,0.680859386920929,0.680859386920929,6,4299
1.562426209449768,0.6902344226837158,0.6902344226837158,6,4349
1.5776556730270386,0.6820312738418579,0.6820312738418579,6,4399
1.5639472007751465,0.6843750476837158,0.6843750476837158,6,4449
1.5758488178253174,0.6773437261581421,0.6773437261581421,6,4499
1.5828042030334473,0.6763201951980591,0.6763201951980591,6,4521
1.5807137489318848,0.675000011920929,0.675000011920929,7,4549
1.5870609283447266,0.680859386920929,0.680859386920929,7,4599
1.5807220935821533,0.6785156726837158,0.6785156726837158,7,4649
1.6048078536987305,0.6667969226837158,0.6667969226837158,7,4699
1.5749056339263916,0.675000011920929,0.675000011920929,7,4749
1.5879011154174805,0.657421886920929,0.657421886920929,7,4799
1.5940372943878174,0.675000011920929,0.675000011920929,7,4849
1.565455675125122,0.680859386920929,0.680859386920929,7,4899
1.631410837173462,0.6433594226837158,0.6433594226837158,7,4949
1.5505743026733398,0.69140625,0.69140625,7,4999
1.5766576528549194,0.6785156726837158,0.6785156726837158,7,5049
1.6019415855407715,0.6761718988418579,0.6761718988418579,7,5099
1.61126708984375,0.6656249761581421,0.6656249761581421,7,5149
1.582537055015564,0.6763201951980591,0.6763201951980591,7,5167
1.6073973178863525,0.66796875,0.66796875,8,5168
1.5842939615249634,0.6726562976837158,0.6726562976837158,8,5169
1.5608667135238647,0.6832031011581421,0.6832031011581421,8,5170
1.5848523378372192,0.675000011920929,0.675000011920929,8,5171
1.6012734174728394,0.662109375,0.662109375,8,5172
1.5580161809921265,0.685546875,0.685546875,8,5173
1.5365900993347168,0.6949218511581421,0.6949218511581421,8,5174
1.5807360410690308,0.680859386920929,0.680859386920929,8,5175
1.5237722396850586,0.7066406011581421,0.7066406011581421,8,5176
1.546273946762085,0.6890624761581421,0.6890624761581421,8,5177
1.5293374061584473,0.6996093988418579,0.6996093988418579,8,5178
1.6355907917022705,0.6539062261581421,0.6539062261581421,8,5179
1.5530415773391724,0.6796875,0.6796875,8,5180
1.5980429649353027,0.6656249761581421,0.6656249761581421,8,5181
1.6092822551727295,0.662109375,0.662109375,8,5182
1.6546523571014404,0.6492187976837158,0.6492187976837158,8,5183
1.5513190031051636,0.6878906488418579,0.6878906488418579,8,5184
1.550220251083374,0.69140625,0.69140625,8,5185
1.5420455932617188,0.697265625,0.697265625,8,5186
1.5523991584777832,0.704296886920929,0.704296886920929,8,5187
1.5684802532196045,0.6832031011581421,0.6832031011581421,8,5188
1.5792291164398193,0.673828125,0.673828125,8,5189
1.564286231994629,0.6796875,0.6796875,8,5190
1.5639897584915161,0.6949218511581421,0.6949218511581421,8,5191
1.580155849456787,0.685546875,0.685546875,8,5192
1.530697226524353,0.698437511920929,0.698437511920929,8,5193
1.602596640586853,0.65625,0.65625,8,5194
1.5546658039093018,0.692578136920929,0.692578136920929,8,5195
1.551530361175537,0.6902344226837158,0.6902344226837158,8,5196
1.5578930377960205,0.673828125,0.673828125,8,5197
1.5740270614624023,0.685546875,0.685546875,8,5198
1.576698899269104,0.6843750476837158,0.6843750476837158,8,5199
1.5776183605194092,0.6726562976837158,0.6726562976837158,8,5200
1.5549277067184448,0.686718761920929,0.686718761920929,8,5201
1.5808923244476318,0.6703125238418579,0.6703125238418579,8,5202
1.575406551361084,0.6785156726837158,0.6785156726837158,8,5203
1.5160423517227173,0.71484375,0.71484375,8,5204
1.570051908493042,0.6796875,0.6796875,8,5205
1.6044621467590332,0.662109375,0.662109375,8,5206
1.5681841373443604,0.685546875,0.685546875,8,5207
1.5739927291870117,0.6796875,0.6796875,8,5208
1.5986242294311523,0.669140636920929,0.669140636920929,8,5209
1.5846502780914307,0.6820312738418579,0.6820312738418579,8,5210
1.5477144718170166,0.6960937976837158,0.6960937976837158,8,5211
1.5705630779266357,0.685546875,0.685546875,8,5212
1.5675820112228394,0.6843750476837158,0.6843750476837158,8,5213
1.6011550426483154,0.6703125238418579,0.6703125238418579,8,5214
1.60373854637146,0.6656249761581421,0.6656249761581421,8,5215
1.5575752258300781,0.6820312738418579,0.6820312738418579,8,5216
1.5864263772964478,0.6796875,0.6796875,8,5217
1.574900507926941,0.673828125,0.673828125,8,5218
1.6035737991333008,0.6761718988418579,0.6761718988418579,8,5219
1.5955946445465088,0.6761718988418579,0.6761718988418579,8,5220
1.6000328063964844,0.663281261920929,0.663281261920929,8,5221
1.5345146656036377,0.692578136920929,0.692578136920929,8,5222
1.5912972688674927,0.6714843511581421,0.6714843511581421,8,5223
1.5923924446105957,0.6703125238418579,0.6703125238418579,8,5224
1.5607925653457642,0.685546875,0.685546875,8,5225
1.5494214296340942,0.69140625,0.69140625,8,5226
1.593883752822876,0.673828125,0.673828125,8,5227
1.590872049331665,0.6644531488418579,0.6644531488418579,8,5228
1.6086608171463013,0.6644531488418579,0.6644531488418579,8,5229
1.6111730337142944,0.65625,0.65625,8,5230
1.5895352363586426,0.675000011920929,0.675000011920929,8,5231
1.595336675643921,0.6726562976837158,0.6726562976837158,8,5232
1.56381094455719,0.6796875,0.6796875,8,5233
1.590623140335083,0.66796875,0.66796875,8,5234
1.5663100481033325,0.6843750476837158,0.6843750476837158,8,5235
1.5764782428741455,0.680859386920929,0.680859386920929,8,5236
1.576640009880066,0.66796875,0.66796875,8,5237
1.5403521060943604,0.6949218511581421,0.6949218511581421,8,5238
1.6143882274627686,0.6550781726837158,0.6550781726837158,8,5239
1.5573095083236694,0.6902344226837158,0.6902344226837158,8,5240
1.573232650756836,0.6773437261581421,0.6773437261581421,8,5241
1.540515422821045,0.697265625,0.697265625,8,5242
1.6099199056625366,0.6609375476837158,0.6609375476837158,8,5243
1.5919005870819092,0.6714843511581421,0.6714843511581421,8,5244
1.5999947786331177,0.66796875,0.66796875,8,5245
1.5986120700836182,0.6656249761581421,0.6656249761581421,8,5246
1.5939369201660156,0.675000011920929,0.675000011920929,8,5247
1.6093707084655762,0.6585937738418579,0.6585937738418579,8,5248
1.5605754852294922,0.6878906488418579,0.6878906488418579,8,5249
1.5748887062072754,0.6820312738418579,0.6820312738418579,8,5250
1.56903874874115,0.6820312738418579,0.6820312738418579,8,5251
1.5739611387252808,0.6726562976837158,0.6726562976837158,8,5252
1.559490442276001,0.692578136920929,0.692578136920929,8,5253
1.4968321323394775,0.716015636920929,0.716015636920929,8,5254
1.5664006471633911,0.686718761920929,0.686718761920929,8,5255
1.5679699182510376,0.6832031011581421,0.6832031011581421,8,5256
1.6023623943328857,0.6644531488418579,0.6644531488418579,8,5257
1.5678731203079224,0.6796875,0.6796875,8,5258
1.570273518562317,0.680859386920929,0.680859386920929,8,5259
1.6031334400177002,0.6714843511581421,0.6714843511581421,8,5260
1.62099027633667,0.6609375476837158,0.6609375476837158,8,5261
1.6448981761932373,0.6527343988418579,0.6527343988418579,8,5262
1.6219887733459473,0.657421886920929,0.657421886920929,8,5263
1.5583304166793823,0.686718761920929,0.686718761920929,8,5264
1.5564697980880737,0.6890624761581421,0.6890624761581421,8,5265
1.5472362041473389,0.6878906488418579,0.6878906488418579,8,5266
1.5742311477661133,0.675000011920929,0.675000011920929,8,5267
1.5686779022216797,0.69140625,0.69140625,8,5268
1.5742125511169434,0.673828125,0.673828125,8,5269
1.5720373392105103,0.6726562976837158,0.6726562976837158,8,5270
1.5916470289230347,0.6644531488418579,0.6644531488418579,8,5271
1.5561654567718506,0.686718761920929,0.686718761920929,8,5272
1.5731658935546875,0.6843750476837158,0.6843750476837158,8,5273
1.5524523258209229,0.6890624761581421,0.6890624761581421,8,5274
1.5614476203918457,0.6878906488418579,0.6878906488418579,8,5275
1.5929903984069824,0.6703125238418579,0.6703125238418579,8,5276
1.5800448656082153,0.6878906488418579,0.6878906488418579,8,5277
1.5497839450836182,0.69140625,0.69140625,8,5278
1.5783097743988037,0.6785156726837158,0.6785156726837158,8,5279
